VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DEPT
014292,"ABS-CBN FILM PRODUCTIONS, INC.","STORE CONSIGNOR","Music N Video,Stationery"
260268,"ABUNDANCIA TRADING IMPORT AND EXPORT",OUTRIGHT,"Women's Wear 3"
014018,"ABUNDANT APPAREL INC","STORE CONSIGNOR","Girls' Teen Wear"
014243,"ACCENTI FASHION HOUSE INC","STORE CONSIGNOR","Women's Wear 1,Women's Wear 3"
260305,"ACCM FURNITURE",OUTRIGHT,"Our Home"
014229,"ACENTO COLLECCION INCORPORATED","STORE CONSIGNOR",Kultura
260273,"ACQUISITIONS INDUSTRIAL CORPORATION",OUTRIGHT,"Babies' Accs & Furns,Our Home"
260229,"ACRO-TEAM INC",OUTRIGHT,Hardware
010752,"ACTION HOUSE INTERNATIONAL",OUTRIGHT,"Stationery,Snacks"
260253,"ADALIA DIVINAGRACIA CRAFTY SOUVENIR SHOP",OUTRIGHT,Kultura
260292,"ADAM ESLI LZ ENTERPRISE",OUTRIGHT,Snacks
010962,"ADECS INTERNATIONAL CORPORATION",OUTRIGHT,Stationery
014285,"ADENIP INC","STORE CONSIGNOR","Women's Wear 1,Girls' Teen Wear"
260430,"ADP PHARMA CORPORATION",OUTRIGHT,Watsons
260338,"ADVANCE UNIFLEX TECHNOLOGY INCORPORATED",OUTRIGHT,"Men's Shoes,Women's Shoes,Kids' Shoes,Guam Island"
014110,"ADVENTURE STAR CORPORATION","STORE CONSIGNOR","Men's Shoes"
260179,"AEONYX MARKETING CORPORATION",OUTRIGHT,Hardware
014310,"AESTHETIQUE SOLUTIONS MANILA INC.","STORE CONSIGNOR",Watsons
014295,"AGC SKIN CARE, INC.","STORE CONSIGNOR",Watsons
260248,"AGE DEFYING SOLUTIONS PHILIPPINES CORP",OUTRIGHT,Watsons
260404,"AGENTI INC.",OUTRIGHT,"Men's Accessories,Kids' Accessories"
260177,"AGILE SUPPLY CHAIN EXPERTS INC",OUTRIGHT,Snacks
260391,"AGUACATE MARKETING CORP.",OUTRIGHT,Snacks
014293,"AIRBRIDGE SPORTS PLUS INC.","STORE CONSIGNOR","Men's Shoes"
260423,"AISHA-FIL FOODS, INC.",OUTRIGHT,Kultura
260394,"AJAS HANDICRAFTS",OUTRIGHT,Kultura
014273,"AJME ENTERPRISES","STORE CONSIGNOR",Watsons
260409,"AKADEMI CORPORATION",OUTRIGHT,"Men's Accessories"
014304,"AKLAN FIBERS, ARTS & CRAFTS COMPANY","STORE CONSIGNOR",Kultura
014280,"AKME PUBLISHING GROUP CORP","STORE CONSIGNOR","Music N Video"
014217,"AKT!V SPORTS INC","STORE CONSIGNOR","Men's Shoes,Sports Central"
260400,"ALANO-LEES FOOD MANUFACTURING",OUTRIGHT,Snacks
014228,"ALBAY PILINUT CANDY - OLD","STORE CONSIGNOR",Kultura
014236,"ALBISA INC","STORE CONSIGNOR","Kultura,Snacks"
260264,"ALCON INDUSTRIES INCORPORATED",OUTRIGHT,Kultura
010635,"ALDRIL PHARMACEUTICALS INC",OUTRIGHT,Watsons
010074,"ALEXANDER COTTON MILLS  INCORPORATED",OUTRIGHT,"Linens & Accessories"
260366,"ALIRAHMA TRADING",OUTRIGHT,Kultura
014279,"ALL FOR PETS EVENTS MANAGEMENT","STORE CONSIGNOR","Pet Express"
014241,"ALLIE CANINE COUTURE SUPPLY","STORE CONSIGNOR","Pet Express"
014128,"ALLIED CONCRETE PRODUCTS INC","STORE CONSIGNOR",Hardware
010457,"ALLIED EXPRESS INTERNATIONAL IMPORTEXPORT INC",OUTRIGHT,Watsons
014265,"ALLSCRIPT ESTABLISHMENT INC","STORE CONSIGNOR","Music N Video,Stationery"
010974,"ALLYSON ENTERPRISES",OUTRIGHT,"Storage & Organizers,Decorations & Accessories,Hardware"
260296,"ALMA-VICTORIA'S DRESS SHOP",OUTRIGHT,"Pet Express"
014318,"ALMOND TOUCH ENTERPRISES","STORE CONSIGNOR",Kultura
014257,"AM GLOBAL WORKS MARKETING CORP","STORE CONSIGNOR",Kultura
014319,"AMAERU INC.","STORE CONSIGNOR",Watsons
260262,"AMAGREEN TRADING CORPORATION",OUTRIGHT,"Women's Wear 3"
260341,"AMAZING HOPE SCARVES INC",OUTRIGHT,Kultura
260349,"AMBICA INTERNATIONAL CORPORATION",OUTRIGHT,Watsons
260332,"AMELIA ANN TRADING",OUTRIGHT,Kultura
010582,"AMERICAN DENTAL PRODUCTS INC",OUTRIGHT,Watsons
260143,"AMIRA PHARMA INC",OUTRIGHT,Watsons
010904,"AMN SHIELD INC",OUTRIGHT,Hardware
010898,"AMOS BOOKS INC",OUTRIGHT,Stationery
014148,"AMRITA MARKETING","STORE CONSIGNOR","Boys' Teen Wear,Men's Accessories"
014219,"ANALOGSOUL INC","STORE CONSIGNOR","Boys' Teen Wear"
010126,"ANASAZI MARKETING",OUTRIGHT,"Men's Accessories,Kids' Accessories"
260378,"ANASTACIO L. PRODUCTS",OUTRIGHT,Snacks
260246,"ANF SHOES AND BAGS INC",OUTRIGHT,"Women's Shoes"
260183,"ANG...BARO CO",OUTRIGHT,"Men's Shoes,Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Babies' Wear,Boys' Teen Wear,Women's Shoes,Surplus Shop,Bags,Luggage,Kids' Shoes,Women's Wear 3,Smart Buy"
014188,"ANGELI GLASS PRODUCT SPECIALTIES","STORE CONSIGNOR",Kultura
010776,"ANGELICA MFG",OUTRIGHT,"Linens & Accessories"
010349,"ANGELIQUES CRAFTS",OUTRIGHT,"Men's Accessories,Kultura,Decorations & Accessories"
010991,"ANGELWHEEL INC.",OUTRIGHT,"Babies' Accs & Furns,Toys"
014274,"ANIBELA CORPORATION","STORE CONSIGNOR",Watsons
260279,"ANKORWATT GENERAL MERCHANDISE",OUTRIGHT,"Women's Wear 1,Girls' Teen Wear,Surplus Shop,Women's Wear 3"
010570,"ANNIE CANDY MANUFACTURING",OUTRIGHT,Snacks
260257,"ANTIQUE DEVELOPMENT FOUNDATION INC",OUTRIGHT,Kultura
260221,"ANTONELLA SHOES",OUTRIGHT,"Women's Shoes"
014227,"ANTONIO PUEO INCORPORADA","STORE CONSIGNOR",Kultura
010326,"APEX IMPORTS MARKETING CORPORATION",OUTRIGHT,"Men's Accessories,Storage & Organizers,Our Home,Tableware,Decorations & Accessories,Hardware,Stationery,Watsons"
010774,"APO MERCANTILE, INC.",OUTRIGHT,Hardware
014072,"APOLLO DESIGN & CONCEPTS INC","STORE CONSIGNOR",Hardware
260244,"APOLLOPLUS DISTRIBUTION INC",OUTRIGHT,Watsons
260275,"APPLEGATE INTERNATIONAL CORPORATION",OUTRIGHT,Kultura
260222,"APPROACH MERCHANDISING SERVICES INC",OUTRIGHT,"Babies' Wear"
260318,"APW HOME LINEN CORPORATION",OUTRIGHT,"Linens & Accessories"
260302,"APWR MARKETING",OUTRIGHT,Watsons
014014,"AQUARIUS RECORDS & TAPES","STORE CONSIGNOR","Men's Shoes,Music N Video"
014283,"ARANY COMPANY INC","STORE CONSIGNOR","Furniture & Fixtures,Crate And Barrel"
014268,"ARCADRIAN MULTI GENERAL MERCHANDISE","STORE CONSIGNOR",Gadgets
260335,"ARCHCRETE BUILDERS INCORPORATED",OUTRIGHT,Toys
010151,"ARCHIPELAGO TRADING",OUTRIGHT,"Babies' Accs & Furns,Furniture & Fixtures,Kitchenware,Decorations & Accessories,Hardware"
260376,"ARCYA GLASS CORPORATION",OUTRIGHT,Kultura
260230,"ARD ORGANICS",OUTRIGHT,Watsons
014313,"ARGIA GLOBAL LINK, INC.","STORE CONSIGNOR",Luggage
260181,"ARIECE ENTERPRISE",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Women's Wear 2,Babies' Wear,Boys' Teen Wear,Kids' Wear - Boys,Surplus Shop,Women's Wear 3,Smart Buy"
014298,"ARK TRENDS INC","STORE CONSIGNOR","Men's Shoes"
014281,"ARMAN SALADA GARMENTS SUB CONTRACTINGSERVICES","STORE CONSIGNOR","Sports Central"
014307,"ARMSON FOODS CORPORATION","STORE CONSIGNOR",Kultura
260333,"ARP LIME BOUTIQUE & GIFT SHOP",OUTRIGHT,Kultura
010569,"ARPEL INTERNATIONAL MARKETINGCORPORATION",OUTRIGHT,Snacks
260145,"ARRYTUZ HANDICRAFTS",OUTRIGHT,Kultura
014301,"ART STRINGS CREATIVO CO.","STORE CONSIGNOR",L'INDOCHINE
260357,"ART24 INC.",OUTRIGHT,Kultura
014212,"ARTCHEM INDL SALES CORPORATION","STORE CONSIGNOR","Babies' Accs & Furns"
260312,"ARTISANA ISLAND CRAFTS",OUTRIGHT,Kultura
014275,"ARTTOE INC.","STORE CONSIGNOR","Our Home,Decorations & Accessories,Crate And Barrel"
014022,"ASADI CORPORATION","STORE CONSIGNOR","Kids' Shoes"
260178,"ASIA CERAMICS CORPORATION",OUTRIGHT,"Decorations & Accessories"
014238,"ASIA HOMELIFE NETWORK CORPORATION","STORE CONSIGNOR","Hardware,Pet Express"
260233,"ASIA_PACIFIC FOOD PRODUCTS INC",OUTRIGHT,"Snacks,Watsons"
260265,"ASIAN STATIONERY CORP",OUTRIGHT,Stationery
260300,"ASIA'S PERFECT GOODS TRADE VENTURE CO",OUTRIGHT,Watsons
014253,"ASNIE'S PEARL AND JEWELRY SHOP","STORE CONSIGNOR",Kultura
014230,"ASRON CORAL JEWELRY SHOP","STORE CONSIGNOR",Kultura
014099,"ASTELTRADE CORPORATION","STORE CONSIGNOR","Toys,Character Shop"
010160,"ATHENI SALES CENTER INTERNATIONAL INC",OUTRIGHT,Hardware
260382,"ATLAS GLOBAL ADVANTAGE,INC.",OUTRIGHT,"Snacks,Watsons"
014041,"ATTITUDES APPAREL INC","STORE CONSIGNOR","Men's Wear,Women's Wear 1"
260387,"AUDREY'S CONFECTIONERIES",OUTRIGHT,"Kultura,Snacks"
014262,"AUGUST ALLIANCE BUSINESS CORPORATION","STORE CONSIGNOR",Hardware
014051,"AU-REUS TRADING","STORE CONSIGNOR","Men's Wear,Women's Wear 1"
260148,"AURORA HATS & CRAFTS",OUTRIGHT,"Women's Accessories"
014261,"AURORE BOREALE CORPORATION","STORE CONSIGNOR","Women's Accessories"
014084,"AUTHENTIC AMERICAN APPAREL INC","STORE CONSIGNOR","Men's Wear,Women's Wear 1,Girls' Teen Wear,Boys' Teen Wear"
010118,"AV INDUSTRIES",OUTRIGHT,"Kids' Accessories,Toys"
014172,"AVANT GARDE GREETINGS INC","STORE CONSIGNOR",Stationery
010568,"AVANTI ASIA INC",OUTRIGHT,Appliance
014145,"AVEL BACUDIO FASHION BOUTIQUE","STORE CONSIGNOR","Women's Wear 1,Women's Wear 2"
010838,"AVENUE HARDWARE CORP",OUTRIGHT,Hardware
014252,"AYESHA GEMSTONES AND FASHION ACCESSORIES","STORE CONSIGNOR",Kultura
014213,"A-Z DIRECT MARKETING INC","STORE CONSIGNOR","Stationery,Watsons"
014251,"AZUREE INC","STORE CONSIGNOR",Watsons
020525,"B & L WORLDWIDE MARKETING CORPORATION",OUTRIGHT,Snacks
020439,"BABY IMPRESSIONS INTL INC",OUTRIGHT,"Women's Accessories,Babies' Accs & Furns"
024054,"BABYME MERCHANDISING INCORPORATED","STORE CONSIGNOR","Women's Accessories,Appliance,Watsons"
024234,"BAG OF QUADRO M TRADING COMPANY","STORE CONSIGNOR","Pet Express"
020457,"BAHAGHARI HANDICRAFT",OUTRIGHT,Kultura
020556,"BAKER'S FIELD ENTERPRISES",OUTRIGHT,Snacks
020500,"BALDOMERO MARIA MUSCOVADO MILLINGCORPORATION",OUTRIGHT,Kultura
020168,"BAMBINO MARKETING CORPORATION",OUTRIGHT,"Men's Shoes,Women's Shoes,Kids' Shoes"
024124,"BANFU CORPORATION","STORE CONSIGNOR",Hardware
024204,"BANZER GROUP OF INDUSTRIES, INC.","STORE CONSIGNOR","Women's Accessories,Watsons"
020787,"BARACHIEL ENTERPRISES",OUTRIGHT,"Snacks,Watsons"
020431,"BAREFOOT ALLIANCE SHOES CORPORATION",OUTRIGHT,"Men's Shoes,Girls' Teen Wear,Women's Shoes,Women's Accessories"
024201,"BAREFOOTWEAR INC","STORE CONSIGNOR","Sports Central"
020341,"BARGN FARMACEUTICI PHILS CO",OUTRIGHT,Watsons
020006,"BASIC DISTRIBUTOR INCORPORATED",OUTRIGHT,Watsons
024196,"BASIC LINK TRADING CORPORATION","STORE CONSIGNOR",Hardware
020481,"BASICWEAR EXPORT INC",OUTRIGHT,"Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys"
024228,"BATANG BAYANI INTERNATIONAL INC.","STORE CONSIGNOR",Toys
020448,"BATH BASICS AND SCRUBS INC.",OUTRIGHT,Watsons
020419,"BAYCRAFTS JEWELRY",OUTRIGHT,Kultura
020407,"BBH TRADING",OUTRIGHT,Luggage
024200,"BCBL ENTERPRISES CORPORATION","STORE CONSIGNOR","Women's Wear 1,Women's Wear 3"
024203,"BCCB ALTERATIONS EXPRESS INCORPORATED","STORE CONSIGNOR",OTHERS
020463,"BDKC HARDWARE",OUTRIGHT,Hardware
020539,"BEACCLO INC.",OUTRIGHT,"Women's Accessories,Guam Island"
020860,"BEAU SHOES MANUFACTURER",OUTRIGHT,"Women's Shoes"
020483,"BEAULIFE INC",OUTRIGHT,Watsons
024227,"BEAUTY EIGHTYONE TRADING","STORE CONSIGNOR","Decorations & Accessories,Crate And Barrel"
024157,"BEAUTY LANE PHILS INC","STORE CONSIGNOR",Watsons
020559,"BEAUTY LIBRARY COSMETIC TRADING INC.",OUTRIGHT,Watsons
024233,"BEAUTYPORT INC.","STORE CONSIGNOR",Watsons
020472,"BEAUTYSHINE CORPORATION",OUTRIGHT,"Women's Wear 2"
024065,"BEBE CALIFORNIE INDUSTRIES INC","STORE CONSIGNOR","Kids' Wear - Girls,Women's Wear 2,Kids' Wear - Boys"
020450,"BECAUSE, INC.",OUTRIGHT,"Women's Wear 1"
024155,"BEL-AIR BRANDS INC","STORE CONSIGNOR",Watsons
024198,"BELLA DIMAYUGA EVENTS INC","STORE CONSIGNOR","Music N Video"
020376,"BELLA TRADING AND SERVICES",OUTRIGHT,"Women's Wear 1,Kultura,Women's Wear 3"
024189,"BELLEMARU CORPORATION","STORE CONSIGNOR",Watsons
024248,"BELLEZZA CASA DESIGNS INC","STORE CONSIGNOR",Kultura
020499,"BELL-KENZ PHARMA INC.",OUTRIGHT,Watsons
024039,"BELMAN COMPANIA INCORPORADA","STORE CONSIGNOR",Watsons
024022,"BELREWMOND TRADING INC","STORE CONSIGNOR",Appliance
020561,"BENHAMS SHOE AND ACCESSORIESMANUFACTURING CORP.",OUTRIGHT,"Women's Shoes"
020838,"BENZRICH INTERNATIONAL MARKETING LTD CO",OUTRIGHT,Stationery
020441,"BERDESACO BAG MANUFACTURING",OUTRIGHT,Kultura
020400,"BERJ MARKETING",OUTRIGHT,"Women's Wear 1,Boys' Teen Wear,Women's Wear 3"
020178,"BERKSHIRE MARKETING CORPORATION",OUTRIGHT,"Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys"
024186,"BEST APPREL INC","STORE CONSIGNOR","Women's Accessories"
020217,"BEST CHEMWORKS OPTIONS INC",OUTRIGHT,Watsons
020332,"BEST DEAL MARKETING CORP.",OUTRIGHT,"Toys,Watsons"
020455,"BEST VALUE STOCKLOTS INC",OUTRIGHT,"Babies' Wear,Guam Island"
020490,"BESTBRANDS INC.",OUTRIGHT,Hardware
020603,"BESTEEL MERCHANDISING, INCORPORATED",OUTRIGHT,Hardware
020513,"BESTREND TRADING CORPORATION",OUTRIGHT,"Boys' Teen Wear,Surplus Shop,Men's Accessories,Kultura,Guam Island"
020459,"BETANICA E ENTERPRISE, INC.",OUTRIGHT,Watsons
020385,"BEVI BEAUTY ELEMENTS VENTURES INC",OUTRIGHT,Watsons
020183,"B-FAR EASTERN SHELL CRAFT",OUTRIGHT,"Kultura,Decorations & Accessories"
024210,"BH FASHION RETAILERS INC","STORE CONSIGNOR","Men's Wear"
020526,"BIALA AND RESURRECCION CORPORATION",OUTRIGHT,Watsons
024238,"BIBILIKIM ENTERPRISES","STORE CONSIGNOR","Pet Express"
020531,"BIBSCARE INC.",OUTRIGHT,"Babies' Accs & Furns"
024197,"BICKMORE SALES CORPORATION","STORE CONSIGNOR","Textile & Notion"
020730,"BIG BEN MARKETING",OUTRIGHT,"Men's Accessories,Women's Accessories,Kids' Accessories,Linens & Accessories,Decorations & Accessories,Hardware,Toys,Stationery"
020238,"BIG BOX TRADING HOUSE INC",OUTRIGHT,"Surplus Shop"
024202,"BIG C TRADING","STORE CONSIGNOR","Pet Express"
020072,"BIG KING FURNITURE",OUTRIGHT,"Storage & Organizers,Furniture & Fixtures,Hardware"
024209,"BIG MNM EVENTS AND ENTERTAINMENTPRODUCTION INC","STORE CONSIGNOR","Music N Video"
020337,"BIG PIX GRAPHIC SYSTEMS INC",OUTRIGHT,"Surplus Shop"
024164,"BIGSIX INC","STORE CONSIGNOR","Kultura,Watsons"
024216,"BIJOUTERIE CONCEPTS INC","STORE CONSIGNOR","Branded Accessories"
024179,"BIJOUX PAR DEUX INC.","STORE CONSIGNOR",Kultura
020427,"BIOGEN INTERNATIONAL PRODUCTS CORP",OUTRIGHT,Watsons
020252,"BIOLINK PHARMA",OUTRIGHT,Watsons
024177,"BIRTH RIGHT EXPONENTS TRADING CORP","STORE CONSIGNOR","Kids' Wear - Girls"
024145,"BLACK SHOP BOUTIQUE INC","STORE CONSIGNOR","Women's Wear 1"
024239,"BLAIR COSMETICS DISTRIBUTION INC.","STORE CONSIGNOR",Watsons
020503,"BLAZING STAR GARMENTS",OUTRIGHT,"Women's Wear 1,Girls' Teen Wear"
020542,"BLEUSTAR MANUFACTURING AND MARKETINGCORP",OUTRIGHT,"Men's Shoes,Women's Shoes,Kids' Shoes"
024053,"BLIMS FINE FURNITURE","STORE CONSIGNOR","Our Home,Furniture & Fixtures"
020393,"BLOOMWORKS INC",OUTRIGHT,Watsons
020317,"BLUEPRINT GRAPHIX CORP",OUTRIGHT,"Kids' Wear - Girls,Girls' Teen Wear,Boys' Teen Wear,Kids' Wear - Boys,Character Shop"
024099,"BLUETOOTH BOUTIQUE","STORE CONSIGNOR","Women's Shoes"
024230,"BLUSHINGCUPCAKES CAFE CORPORATION","STORE CONSIGNOR",Kultura
024195,"BMP MERCHANDISING","STORE CONSIGNOR",Snacks
024033,"BOBBY NOVENARIO INCORPORATED","STORE CONSIGNOR","Men's Wear,Women's Wear 1,Kultura,Women's Wear 3"
020355,"BOB-MAR'S SHOES",OUTRIGHT,"Women's Shoes,Kids' Shoes,Kultura"
020324,"BOHOL COUNTRYSIDE SOUVENIR ENTS",OUTRIGHT,Kultura
020241,"BOK N DIK MARKETING",OUTRIGHT,"Women's Accessories,Linens & Accessories,Stationery"
020428,"BON-ACE FASHION TOOLS INC",OUTRIGHT,Kultura
020521,"BONJOURLAIT CORPORATION",OUTRIGHT,Snacks
020327,"BOSS INTERNATIONAL COMPANY INC",OUTRIGHT,"Babies' Accs & Furns,Toys,Watsons"
020318,"BOSTIK PHILIPPINES INC",OUTRIGHT,"Hardware,Stationery"
024206,"BOSTOON ROUND HEAD INC","STORE CONSIGNOR","Women's Wear 1"
020528,"BOTE CENTRAL INC",OUTRIGHT,Kultura
020506,"BOX & BASICS DISTRIBUTION INC.",OUTRIGHT,"Snacks,Watsons"
020545,"BRANDBOOSTER CORPORATION",OUTRIGHT,"Boys' Teen Wear"
020399,"BRANDLINES ENTERPRISES INC",OUTRIGHT,"Babies' Accs & Furns,Pet Express,Watsons"
020590,"BRAVADOS INTERNATIONAL CORPORATION",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Women's Wear 2,Babies' Wear,Boys' Teen Wear,Kids' Wear - Boys,Women's Accessories,Storage & Organizers,Kultura,Women's Wear 3,Smart Buy"
024175,"BRICKRODZ INTERNATIONAL CORP","STORE CONSIGNOR",Toys
024224,"BRICKTOYS CORPORATION","STORE CONSIGNOR",Toys
020479,"BRIGADA HEALTHLINE CORP",OUTRIGHT,Watsons
024156,"BRIO ONE COMMERCIAL CORPORATION","STORE CONSIGNOR",Watsons
024241,"BROADCHEM PHILIPPINES BIOPHARMACORPORATION","STORE CONSIGNOR","Pet Express"
020482,"BROADCHEM ST. AMBROSE INTERNATIONALLIMITED CORP.",OUTRIGHT,Kultura
020451,"BROOKESTONE STAR VENTURES INC",OUTRIGHT,"Men's Accessories"
020378,"BROOKLANDS INC",OUTRIGHT,"Men's Shoes,Women's Shoes,Bags,Luggage,Kids' Shoes"
020529,"BRUNOLAB INC.",OUTRIGHT,Watsons
024221,"BTM SOUTH COUNTRYSIDE HOME COLLECTIONSINC.","STORE CONSIGNOR","Linens & Accessories,Crate And Barrel"
020414,"BUBBLE'ZZ CHOICE GENERAL MERCHANDISE",OUTRIGHT,Luggage
020152,"BUMA INT'L TRADING CORP",OUTRIGHT,Kultura
024243,"BUNDELFKIM INTERNATIONAL MARKETING","STORE CONSIGNOR","Babies' Accs & Furns"
020532,"BUNSOART INC",OUTRIGHT,Kultura
024181,"BURDA NASYONAL COMPANY","STORE CONSIGNOR",Kultura
020430,"BWC ENTERPRISE",OUTRIGHT,"Men's Accessories,Hardware,Toys"
020470,"BYK ENTERPRISES",OUTRIGHT,"Linens & Accessories"
170123,"C & G STAR ASIA MARKETING INC",OUTRIGHT,Watsons
034113,"C M T APPAREL PHILIPPINES INC","STORE CONSIGNOR","Men's Wear"
030041,"C.A.L. DESIGN EXCELLENCE",OUTRIGHT,"Our Home,Furniture & Fixtures"
030634,"C.B.B. CORPORATION",OUTRIGHT,"Decorations & Accessories"
030397,"C.J. CRUZ GENERAL MERCHANDISE",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Babies' Wear,Men's Accessories"
030689,"C.Y. GABRIEL COMMERCIAL",OUTRIGHT,Watsons
030934,"CADILAC SHIRT MANUFACTURING",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Girls' Teen Wear,Guam Island"
170230,"CAELEN & CLYDE CLOTHINGS INC",OUTRIGHT,"Women's Wear 1,Girls' Teen Wear"
170401,"CAJENIDA CORPORATION",OUTRIGHT,"Kids' Accessories"
034034,"CALIFORNIA CLOTHING INC","STORE CONSIGNOR","Men's Wear,Women's Wear 1,Women's Wear 2,Women's Accessories"
170277,"CALZATURA MARKETING CORPORATION",OUTRIGHT,"Men's Shoes,Women's Shoes,Kids' Shoes"
170403,"CAMBRIDGE TRANSNATIONAL TECHNOLOGIES,INC.",OUTRIGHT,Kultura
170064,"CAMELIA GARMENTS CORP",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys,Men's Wear Plus,Smart Buy"
030687,"CAMELLIA FOOD MANUFACTURING",OUTRIGHT,Snacks
034146,"CAMERA SOUND INC","STORE CONSIGNOR",Gadgets
170359,"CAMILUZ ENTERPRISES, INC.",OUTRIGHT,"Kultura,Snacks"
030939,"CANON MARKETING PHILIPPINES, INC.",OUTRIGHT,Appliance
170439,"CAPARISON MANUFACTURING INCORPORATED",OUTRIGHT,"Men's Wear"
030265,"CAPARTA ENTERPRISE",OUTRIGHT,Watsons
170284,"CARAPACHO HOME DECORS",OUTRIGHT,Kultura
030387,"CARAVAN GARMENT MANUFACTURING",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Babies' Wear,Boys' Teen Wear,Kultura,Women's Wear 3,Men's Wear Plus"
170020,"CARICA HERBAL HEALTH PRODUCTS, INC.",OUTRIGHT,Watsons
170334,"CARLCES MANUFACTURING CORPORATION",OUTRIGHT,"Boys' Teen Wear"
030053,"CARMELITE MISSIONARIES BAMBOO CRAFT",OUTRIGHT,Kultura
034249,"CARMELLETES SHOES INC","STORE CONSIGNOR","Women's Shoes"
034118,"CARPETWORLD MANUFACTURING CORPORATION","STORE CONSIGNOR","Men's Accessories,Our Home,Furniture & Fixtures,Linens & Accessories,Hardware,Crate And Barrel"
170308,"CARRAWAYN CORP.",OUTRIGHT,Tableware
030061,"CASA MERCEDES INCORPORATED",OUTRIGHT,"Women's Accessories,Kultura"
030796,"CASAMODA HANDICRAFT",OUTRIGHT,Kultura
034325,"CASCOS INC.","STORE CONSIGNOR",Toys
170311,"CATALINA EMBROIDERIES INC",OUTRIGHT,Kultura
170172,"CAZEMART INC",OUTRIGHT,"Hardware,Pet Express"
170259,"CCM INTERNATIONAL (PHILIPPINES) INC",OUTRIGHT,Watsons
030672,"CD & D TRADING",OUTRIGHT,"Men's Wear,Women's Wear 1,Men's Accessories,Women's Wear 3"
170384,"CD & S RESOURCE VENTURES INC.",OUTRIGHT,"Surplus Shop"
034297,"CD OUTLET TECH. INC.","STORE CONSIGNOR",Appliance
034163,"CECILIA & CLAIR ENTERPRISE CORPORATION","STORE CONSIGNOR","Men's Wear,Women's Wear 1,Women's Wear 2"
030066,"CEED MARKETING CORPORATION",OUTRIGHT,"Hardware,Snacks,Watsons"
170254,"CELERY TRADING",OUTRIGHT,"Women's Wear 1,Women's Wear 3"
170267,"CELSUS PHARMACEUTICALS PHILS., INC",OUTRIGHT,Watsons
170319,"CELTECH GLOBAL INDUSTRIES INC.",OUTRIGHT,Kultura
034189,"CENTRAL AFFIRMATIVE CO INC","STORE CONSIGNOR",Watsons
034243,"CENTRO STYLO CORP","STORE CONSIGNOR","Men's Accessories,Women's Accessories,Kids' Accessories"
030212,"CENTRONIX DISTRIBUTOR",OUTRIGHT,Kultura
